0	26537
0	26285
0	24112
0	23819
0	22305
0	21781
0	21073
0	19969
0	14421
0	10189
0	9475
0	9291
0	7663
0	5434
0	2762
0	2671
0	1601
1	27548
1	26313
1	25251
1	21091
1	18650
1	16124
1	10318
2	20032
2	20030
2	12335
2	8868
2	7923
2	6528
2	4828
2	3557
2	3268
2	2270
3	23695
3	23435
3	22926
3	22207
3	18435
3	17739
4	12844
4	10884
4	10837
4	7221
4	3200
4	1952
5	27575
5	27437
5	26032
5	23457
5	22881
5	21819
5	21798
5	20457
5	17522
5	16040
5	15212
5	13349
5	11676
5	8469
5	6170
5	4771
5	3133
6	24467
6	22606
6	21951
6	21104
6	20948
6	19602
6	17948
6	16517
6	14015
6	13706
6	11402
6	11299
6	9541
6	7802
6	5811
6	4994
6	4068
7	13394
7	1177
8	24699
8	21640
8	19395
8	18134
8	18106
8	11670
8	9931
8	7184
8	7081
8	7068
8	4237
8	3072
8	1865
8	1470
8	1344
8	407
8	86
9	23170
9	22305
9	22058
9	21073
9	20566
9	19993
9	8926
9	7167
9	5462
9	4989
9	2907
9	2671
10	23918
10	21187
10	20046
10	17735
10	15764
10	210
11	22890
11	19323
11	17557
11	14421
11	12880
11	11700
11	10789
11	7194
11	6463
11	6321
11	6020
11	5462
11	4729
11	4244
11	472
12	27990
12	20076
12	18943
12	13397
12	13341
12	12871
12	11823
12	10189
12	9559
12	7534
12	7167
12	5301
12	5226
12	4741
12	4019
13	24340
13	21951
13	17948
13	13663
13	11636
13	9259
13	8741
13	8670
13	5830
13	1590
14	18839
14	15625
14	14515
14	12113
14	9956
14	1137
14	339
15	21630
15	20798
15	20766
15	20466
15	18257
15	18112
15	12646
15	12305
15	7995
15	5865
15	3165
15	2039
15	705
16	24536
16	22881
16	18798
16	18678
16	13707
16	7678
16	6750
16	5022
17	24624
17	19227
17	14606
17	6920
17	6862
17	6222
17	1927
17	1128
18	12167
18	12163
18	7388
20	25792
20	25446
20	24538
20	23380
20	19566
20	18454
20	12305
20	11402
20	9397
20	8603
20	7266
20	7020
20	4793
20	4729
20	4426
20	4391
20	3210
20	2017
20	1927
20	871
21	15653
21	7696
21	6400
21	6321
21	4989
21	773
22	26094
22	24158
22	23818
22	22322
22	19401
22	17274
22	17127
22	15706
22	10801
22	10189
22	8651
22	8026
22	7608
22	7081
22	5462
22	4989
22	2803
23	20466
23	20171
23	19754
23	19711
23	19633
23	19520
23	16338
23	15929
23	15180
23	12021
23	11947
23	11823
23	7167
23	6888
23	6263
23	5501
23	4828
23	3072
23	1423
24	16124
24	14769
24	14015
24	12531
24	4828
24	3072
24	2026
25	17141
25	13701
25	10110
25	2924
25	2695
25	2529
26	17845
27	23728
27	23466
27	21718
27	21669
27	21277
27	20890
27	19591
27	16433
27	14969
27	14281
27	13247
27	12968
27	10839
27	9291
27	9174
27	9170
27	8390
27	6509
27	5779
27	4570
27	2850
27	1565
28	17053
28	6376
29	28595
29	27703
29	25377
29	23589
29	21121
29	20171
29	15793
29	15069
29	11076
29	7802
29	7048
29	6321
29	4039
29	2065
29	1927
29	110
30	4376
31	22665
31	22663
31	18954
31	18657
32	27954
32	26680
32	26574
32	26243
32	25717
32	24945
32	20062
32	19481
32	12229
32	10801
32	10435
32	8513
32	8213
32	6885
32	6424
32	4142
33	25320
33	23779
33	23504
33	22223
33	19454
33	18954
33	15626
33	15069
33	13050
33	10875
33	10490
33	2515
35	10187
35	7221
35	6812
35	5029
36	26574
36	25693
36	24628
36	20422
36	19016
36	14327
36	11636
36	9391
36	8670
36	7323
36	6076
36	5226
36	4243
37	22034
37	15690
37	10222
37	1980
38	10801
38	2198
38	1059
39	7084
40	26111
40	16892
40	12453
40	6768
40	6640
40	5549
40	5462
40	4183
41	26041
41	22254
41	21312
41	15751
41	14948
41	14237
41	10996
41	10572
41	8658
41	7361
41	6394
41	6362
41	5462
41	4793
41	4692
41	2802
42	23530
42	23344
42	22932
42	21808
42	19749
42	19576
42	18755
42	12167
42	10112
42	5826
42	5092
42	3248
42	1130
42	835
43	27273
43	25320
43	24174
43	20948
43	18093
43	13976
43	13403
43	2814
43	1951
43	899
43	314
44	19256
44	12491
44	11735
44	296
45	25637
45	8342
46	19759
46	17382
46	9520
46	8887
46	8658
46	8654
46	7802
46	5548
46	5462
46	4151
46	3273
46	2924
46	736
47	21791
47	17188
47	15280
47	9635
47	8861
47	7678
47	7081
47	39
48	22469
48	22058
48	21366
48	19825
48	17236
48	16124
48	8926
48	7588
48	7448
48	6157
48	4992
48	3728
48	3524
48	1865
49	16338
49	13493
49	12853
49	9700
49	9325
49	8854
49	7588
50	4834
50	4657
50	2374
51	23190
51	10714
52	23918
52	20948
52	18460
52	17606
52	17266
52	16739
52	15670
52	14346
52	8627
52	7945
52	7102
52	2814
52	2065
52	1969
52	1470
52	1430
53	9656
53	7924
53	6974
53	6423
53	5501
53	5083
53	2459
54	24879
54	24877
54	7803
54	6321
55	19106
55	18874
55	17460
55	17458
55	16437
55	16434
55	11402
55	1865
55	926
56	24861
56	23819
56	23167
56	19213
56	18665
56	17684
56	15462
56	15142
56	9335
56	8206
56	5548
56	4376
56	3041
56	2402
56	1430
56	1421
57	5677
57	5543
57	5402
58	9279
58	3575
59	11881
59	8653
59	5548
59	4449
59	3228
59	3006
59	2644
60	22821
60	21146
60	21121
60	19084
60	18263
60	16436
60	14015
60	11832
60	11434
60	10872
60	3273
60	2049
60	1461
61	23613
61	21966
61	20171
61	19875
61	19229
61	18444
61	17610
61	16726
61	13866
61	12975
61	12849
61	11717
61	9087
61	6263
61	4536
61	2328
61	1489
62	20158
62	17854
62	5595
62	3836
62	3835
62	3813
63	23747
63	21629
63	20046
63	19711
63	18693
63	16895
63	8118
63	7588
63	4365
63	3072
63	2443
63	1059
64	8651
64	1694
65	21104
65	20625
65	20272
65	18812
65	18319
65	17606
65	15483
65	15253
65	12918
65	8481
65	8448
65	7407
65	6888
65	6321
65	6120
65	1059
66	17484
66	15998
66	15152
66	12831
66	12097
66	9694
66	8823
66	8821
66	1364
67	27820
67	26522
67	25596
67	24340
67	23936
67	20480
67	19389
67	18954
67	15525
67	14083
67	8658
67	8011
67	7221
67	6667
67	6318
67	979
67	79
69	26543
69	24992
69	23927
69	23233
69	23227
69	23128
69	22585
69	22246
69	21590
69	17996
69	17652
69	15462
69	13083
69	11614
69	11402
69	9426
69	7802
69	5939
69	5513
69	3524
71	24915
71	24054
71	18943
71	18735
71	17295
71	16480
71	9888
71	9291
72	1169
72	1159
73	18253
73	18234
73	15152
73	14307
73	11434
73	10727
73	8887
73	7337
73	1565
74	22058
74	21745
74	17078
74	15852
74	8406
74	5344
75	27630
75	26264
75	23544
75	23201
75	22606
75	20171
75	16759
75	15702
75	6321
75	5762
75	4989
75	623
75	79
76	8472
76	7391
77	26621
77	24915
77	23918
77	23892
77	23498
77	21218
77	20046
77	18106
77	14154
77	13266
77	7361
77	7201
77	5980
77	5551
77	5548
77	2800
77	2405
78	23331
78	22295
78	20171
78	18954
78	16615
78	15180
78	12446
78	12350
78	8956
78	7858
78	6952
78	532
79	13458
79	10699
79	4258
79	1058
79	882
79	97
80	26135
80	23818
80	23239
80	19970
80	19969
80	19968
80	16159
80	14083
80	11404
80	11402
80	10189
80	8472
80	7167
80	6263
80	6233
80	3072
80	1421
81	27630
81	24759
81	20466
81	17025
81	16671
81	14421
81	14125
81	12918
81	8481
81	7588
81	7168
81	7167
81	7081
81	6888
81	6715
81	2065
82	25412
82	23184
82	21940
82	19395
82	19389
82	19311
82	13414
82	12481
82	3475
84	18442
84	17647
84	17454
84	7413
84	130
85	17003
85	16338
85	11622
85	10189
85	4391
85	3575
85	2882
85	867
85	820
86	19203
86	18665
86	18224
86	18106
86	14932
86	13403
86	12524
86	10063
86	9504
86	5702
86	4692
86	3379
87	21479
87	21016
87	18072
87	13062
87	1159
87	592
88	23846
88	23609
88	21637
88	19045
88	15297
88	12348
88	12027
88	10975
88	5583
88	5569
88	4219
89	11468
89	7358
90	18736
90	15313
90	13396
90	13083
90	12853
90	12732
90	10189
90	6321
90	6040
90	4315
90	1865
91	21961
91	20803
91	20130
91	20035
91	16615
91	14913
91	13355
91	8164
91	3977
92	10110
92	4227
92	1470
92	1364
93	26392
93	25728
93	24280
93	21683
93	21126
93	16829
93	15126
93	12874
93	8149
93	7562
93	4702
93	4376
94	26579
94	23190
94	21718
94	21484
94	17358
94	11375
94	10712
94	9613
94	6042
94	5551
94	5530
94	5435
94	3072
94	2006
94	695
95	3902
96	20687
96	19837
96	17990
96	17979
96	17551
96	9543
96	5513
96	4702
96	3685
97	23745
97	22922
97	21629
97	18967
97	17212
97	14317
97	10228
97	8169
97	7379
97	2306
97	2111
97	1513
97	1490
98	23201
98	22254
98	16338
98	11937
98	11056
98	9762
98	5543
98	5462
98	3459
98	2802
98	2030
98	1927
99	23170
99	18960
99	18715
99	14969
99	11789
99	1421
100	22213
100	18496
100	13970
100	13866
100	11916
100	9940
100	9662
100	7358
100	6736
100	5560
100	2608
101	23609
101	20466
101	19754
101	19706
101	18196
101	17098
101	14673
101	14237
101	12981
101	12057
101	11945
101	8471
101	6951
101	6426
101	6425
101	6424
101	6423
101	4989
102	15287
102	13355
102	9541
102	6326
102	6325
102	5419
102	1987
102	1059
102	563
103	12673
103	7662
103	7234
103	5440
103	1069
104	25599
104	25136
104	22419
104	18954
104	18553
104	18550
104	10975
104	10822
104	8615
104	5735
104	5402
104	4638
105	23731
105	19099
105	17396
105	15879
105	15303
105	14971
105	11402
105	10839
105	8651
105	7167
105	3932
105	3521
105	2557
105	2274
105	1137
105	1058
106	25832
106	25730
106	25728
106	22246
106	20658
106	17996
106	17591
106	16893
106	14112
106	7102
106	6888
106	6321
106	3459
106	2587
106	2065
106	293
107	26355
107	25596
107	20420
107	20215
107	18454
107	17935
107	17260
107	17098
107	15200
107	9360
107	8926
107	7678
107	79
108	28477
108	20171
108	19602
108	17735
108	15603
108	14125
108	11881
108	8653
108	7167
108	6856
108	5549
108	4305
108	2459
108	2274
108	519
109	25760
109	24150
109	22497
109	20396
109	17061
109	16423
109	11332
109	8597
109	8293
109	5226
109	2270
109	1244
110	23408
110	22686
110	17566
110	15866
110	13647
110	11531
110	10634
110	8654
110	8141
110	7081
110	6334
110	6263
110	4925
110	4793
110	3521
110	2006
110	1601
110	532
111	12918
111	9979
111	9928
111	8615
112	23977
112	23892
112	23454
112	22944
112	19154
112	16481
112	15115
112	6263
112	5733
112	1421
112	446
113	23181
113	20396
113	20171
113	18406
113	16843
113	15069
113	12345
113	11398
113	9304
113	8938
113	7837
113	6858
113	4304
115	21648
115	18759
115	15909
115	14125
115	11894
115	7765
115	7194
115	6806
115	4116
115	2233
115	2058
115	5
116	21277
116	20076
116	18216
116	16893
116	16892
116	13089
116	12754
116	7946
116	6404
116	5608
116	5571
116	3444
116	2850
117	23818
117	23011
117	22305
117	21104
117	20171
117	14101
117	12281
117	7393
117	2785
117	2608
117	2006
117	532
117	86
118	2192
119	27308
119	20730
119	15069
119	10960
119	10515
119	9171
119	8513
119	1967
120	25444
120	25320
120	22686
120	21572
120	21104
120	18802
120	18600
120	15082
120	10110
120	8366
120	7184
120	7167
120	7081
120	6424
120	2142
120	1470
121	18954
121	13355
121	11106
121	4683
122	21683
122	15876
122	14262
122	4326
123	24373
123	21641
123	20034
123	18496
123	15742
123	14654
123	14652
123	14651
123	9325
123	8868
123	6528
123	6487
123	4832
123	4830
123	1978
123	743
124	21718
124	19641
124	18682
124	18355
124	16355
124	15998
124	10714
124	10357
124	10110
124	9875
124	4237
124	3210
124	2287
126	20644
126	18693
126	16798
126	16716
126	15673
126	12270
126	12227
126	9680
126	7838
126	5958
126	4989
126	2253
127	15936
127	10996
127	10239
127	2065
128	23224
128	21800
128	12784
128	10253
128	6476
128	4237
128	2458
129	23269
129	20914
129	20171
129	10875
129	10801
129	8164
129	2547
129	2443
129	2313
129	690
130	26574
130	24286
130	16711
130	15015
130	14194
130	10459
130	8926
130	7677
130	6221
130	4474
130	1441
130	79
131	26887
131	26440
131	23765
131	23197
131	21629
131	19266
131	18693
131	15823
131	14317
131	11402
131	10801
131	10228
131	7230
131	6885
131	6263
131	820
131	773
132	22629
132	22606
132	22213
132	21468
132	19799
132	19229
132	18520
132	15015
132	14759
132	13448
132	11893
132	6494
132	4487
132	4441
134	20726
134	18589
134	17626
134	17551
134	8421
134	6211
135	23560
135	22775
135	21464
135	18523
135	11622
135	10871
135	8822
135	8403
135	6252
135	4244
135	3608
136	12918
136	10734
136	7167
136	5619
136	5105
136	2561
137	19799
137	13442
137	11398
137	2193
138	10850
138	2083
139	19743
139	18026
139	17921
139	17398
139	15462
139	15013
139	12524
139	11901
139	8481
139	8480
139	7457
139	7201
139	7081
139	5835
139	2520
139	688
140	21879
140	18926
140	15891
140	14606
140	11636
140	8926
140	6840
140	6222
140	2083
140	972
140	839
141	27437
141	26556
141	26365
141	26032
141	20726
141	20076
141	17375
141	8670
141	8576
141	7663
141	7323
141	6076
142	10375
142	6699
142	1958
144	12428
144	11891
144	10239
144	10220
144	5677
144	2567
145	28185
145	27581
145	27086
145	23286
145	22607
145	19266
145	15852
145	10520
145	8750
145	6755
146	5551
147	1958
147	96
148	26574
148	24990
148	15332
148	15180
148	11674
148	9865
149	27176
149	26954
149	26885
149	24518
149	21683
149	21629
149	19706
149	18916
149	17212
149	16338
149	15280
149	11636
149	6426
149	6424
149	6422
149	6076
149	5570
149	4243
149	3807
150	4683
150	899
151	28637
151	27476
151	25503
151	20904
151	20726
151	19016
151	9963
151	8670
151	8176
151	7994
151	7109
151	1513
152	18376
152	16338
152	15854
152	11744
152	8407
152	6898
152	2454
152	835
153	8669
153	8471
154	19749
154	18483
154	16759
154	15289
154	13972
154	13606
154	13482
154	12042
154	8502
154	8050
154	5750
154	5688
154	4702
154	4493
154	1064
154	569
155	25803
155	24286
155	24280
155	23918
155	18106
155	5514
157	20975
157	20469
157	20398
157	15755
157	15483
157	12460
157	6885
157	6489
157	5543
157	4989
157	245
157	159
158	18257
158	16533
158	15936
158	15525
158	11841
158	11398
158	9539
158	8303
158	6234
158	4160
158	3072
159	23408
159	20171
159	19566
159	18876
159	18715
159	17224
159	16338
159	15180
159	14421
159	13393
159	7167
159	7081
159	6263
159	5560
159	2065
159	2006
159	899
160	21410
160	19711
160	15357
160	8740
160	8738
160	3344
160	1914
161	15148
161	8448
161	7255
161	1373
161	1372
162	25816
162	23190
162	20030
162	19711
162	18134
162	17758
162	17606
162	15126
162	9541
162	9048
162	8118
162	7167
162	6845
162	6334
162	4989
162	4789
162	2065
163	27069
163	26613
163	25610
163	25195
163	22259
163	17735
163	17098
163	11610
163	10596
163	10099
163	7361
163	6321
163	6307
163	5830
163	3977
163	3529
163	1565
163	1421
163	1418
163	979
163	592
163	381
165	22130
165	21261
165	21121
165	20272
165	19861
165	5344
165	2529
165	592
165	555
166	24663
166	21353
166	7081
167	25320
167	22435
167	19323
